Gene	Taxon	T3s	C3s	A3s	G3s	CAI	CBI	Fop	Nc	GC3s	GC	L_sym	L_aa	Gravy	Aromo
11895	DT10_00010368	Dtak	0.3058	0.3517	0.2136	0.3927	0.207	0.123	0.437	41.546875	0.573	0.503	389	406	-0.107389	0.071429
11896	DT10_00010369	Dtak	0.2289	0.3809	0.1549	0.4593	0.211	0.254	0.508	26.265625	0.679	0.576	1879	1952	-0.246516	0.059939
11897	DT10_00010372	Dtak	0.3386	0.3354	0.3224	0.3519	0.247	0.061	0.413	35.171875	0.501	0.448	453	461	-0.88308	0.05423
11898	DT10_00010375	Dtak	0.2179	0.4143	0.1103	0.5121	0.241	0.287	0.535	24.578125	0.73	0.58	333	348	-0.254023	0.083333
11899	DT10_00010376	Dtak	0.2576	0.4053	0.2314	0.3712	0.208	0.143	0.449	33.453125	0.608	0.563	316	321	-0.905296	0.087227
11900	DT10_00010377	Dtak	0.2248	0.389	0.2456	0.4167	0.188	0.173	0.465	39.46875	0.625	0.531	432	448	-0.765625	0.044643
11901	DT10_00010386	Dtak	0.2237	0.4178	0.1618	0.4117	0.256	0.227	0.483	23.609375	0.679	0.606	882	901	-0.548946	0.058824
11902	DT10_00010389	Dtak	0.1486	0.494	0.1325	0.4864	0.266	0.34	0.57	17.625	0.772	0.613	298	304	-0.594079	0.049342
11903	DT10_00010390	Dtak	0.0909	0.6281	0.0935	0.4949	0.326	0.58	0.74	9.953125	0.856	0.6	146	150	-0.546	0.093333
11904	DT10_00010391	Dtak	0.1953	0.4336	0.146	0.4828	0.261	0.369	0.596	14.546875	0.725	0.638	327	328	-0.931707	0.051829
11905	DT10_00010392	Dtak	0.2044	0.4916	0.1316	0.4589	0.235	0.383	0.609	18.9375	0.728	0.542	691	713	-0.036746	0.119215
11906	DT10_00010395	Dtak	0.2011	0.4463	0.1214	0.544	0.211	0.347	0.591	23.734375	0.752	0.611	479	488	-1.022746	0.040984
11907	DT10_00010398	Dtak	0.2602	0.4388	0.1875	0.3333	0.243	0.19	0.472	30.859375	0.618	0.486	212	231	1.268398	0.134199
11908	DT10_00010418	Dtak	0.347	0.3	0.2799	0.3098	0.218	0.046	0.387	38.765625	0.482	0.509	1353	1394	-0.536012	0.056671
11909	DT10_00010419	Dtak	0.282	0.4569	0.2475	0.3119	0.292	0.263	0.538	28.28125	0.59	0.578	502	508	-1.592717	0.041339
11910	DT10_00010420	Dtak	0.2645	0.3571	0.2221	0.3951	0.212	0.186	0.464	34.78125	0.601	0.551	1122	1165	-0.366953	0.070386
11911	DT10_00010426	Dtak	0.2329	0.3529	0.219	0.4181	0.213	0.178	0.46	30.4375	0.621	0.56	480	504	-0.121627	0.105159
11912	DT10_00010427	Dtak	0.2484	0.4596	0.227	0.304	0.25	0.206	0.5	44.0625	0.609	0.531	184	189	-0.014815	0.095238
11913	DT10_00010429	Dtak	0.0698	0.5271	0.0764	0.6618	0.359	0.542	0.713	1.59375	0.888	0.638	178	183	-0.81694	0.032787
11914	DT10_00010431	Dtak	0.197	0.4939	0.1683	0.4814	0.281	0.355	0.6	23.140625	0.723	0.577	422	436	-0.688761	0.103211
11915	DT10_00010433	Dtak	0.2296	0.4643	0.1582	0.4439	0.276	0.379	0.6	19.203125	0.696	0.556	250	255	-0.403922	0.062745
11916	DT10_00010436	Dtak	0.2445	0.4383	0.1166	0.5172	0.282	0.405	0.625	19.984375	0.727	0.573	1224	1248	-0.703686	0.030449
11917	DT10_00010437	Dtak	0.1863	0.4057	0.252	0.3624	0.16	0.18	0.448	30.9375	0.634	0.58	475	488	-0.444672	0.043033
11918	DT10_00010439	Dtak	0.1568	0.4975	0.1426	0.4119	0.258	0.367	0.579	16.09375	0.75	0.649	708	732	-0.905874	0.058743
11919	DT10_00010443	Dtak	0.2857	0.381	0.2074	0.4743	0.256	0.202	0.507	36.234375	0.619	0.514	691	711	-0.425176	0.097046
11920	DT10_00010446	Dtak	0.1755	0.5532	0.1494	0.4392	0.245	0.372	0.599	17	0.749	0.582	499	513	-0.885185	0.060429
11921	DT10_00010447	Dtak	0.1694	0.5114	0.1779	0.361	0.237	0.271	0.513	27.203125	0.716	0.597	359	368	-0.823098	0.097826
11922	DT10_00010448	Dtak	0.2663	0.4372	0.2067	0.3882	0.269	0.196	0.486	36.59375	0.63	0.521	243	251	-0.554582	0.075697
11923	DT10_00010456	Dtak	0.1816	0.4797	0.136	0.4434	0.268	0.369	0.594	25.9375	0.737	0.593	426	443	-0.206546	0.081264
11924	DT10_00010458	Dtak	0.2391	0.4348	0.1832	0.392	0.236	0.265	0.53	21.421875	0.657	0.541	166	173	-0.407515	0.104046
11925	DT10_00010463	Dtak	0.2619	0.4375	0.1164	0.516	0.293	0.341	0.586	19.296875	0.708	0.545	435	454	-0.188987	0.077093
11926	DT10_00010466	Dtak	0.2754	0.3747	0.2047	0.4094	0.184	0.171	0.465	36.96875	0.605	0.489	557	592	0.013682	0.121622
11927	DT10_00010467	Dtak	0.3023	0.4182	0.1972	0.4085	0.24	0.209	0.509	33.9375	0.613	0.507	1058	1094	-0.683364	0.092322
11928	DT10_00010468	Dtak	0.306	0.306	0.3136	0.3038	0.219	0.072	0.404	40.75	0.488	0.47	213	224	0.071875	0.120536
11929	DT10_00010475	Dtak	0.1906	0.4221	0.1364	0.4908	0.229	0.262	0.514	26.296875	0.729	0.594	786	812	-0.529557	0.061576
11930	DT10_00010478	Dtak	0.2819	0.4161	0.2077	0.4039	0.261	0.218	0.508	37.03125	0.614	0.52	370	386	-0.448705	0.101036
11931	DT10_00010484	Dtak	0.1712	0.4144	0.1636	0.4953	0.221	0.286	0.529	27.703125	0.728	0.594	136	142	-0.711972	0.077465
11932	DT10_00010485	Dtak	0.207	0.456	0.1	0.4754	0.216	0.329	0.565	20.96875	0.746	0.606	658	673	-0.42838	0.056464
11933	DT10_00010494	Dtak	0.159	0.4937	0.1116	0.4566	0.244	0.392	0.599	16.265625	0.773	0.618	282	290	-0.278966	0.055172
11934	DT10_00010509	Dtak	0.1714	0.4648	0.1577	0.4512	0.249	0.28	0.524	22.21875	0.734	0.604	635	653	-0.797856	0.050536
11935	DT10_00010512	Dtak	0.2759	0.4023	0.1896	0.3835	0.257	0.219	0.496	31.828125	0.621	0.545	528	548	-0.183577	0.080292
11936	DT10_00010515	Dtak	0.2111	0.4749	0.1405	0.4577	0.248	0.334	0.574	20.6875	0.721	0.582	517	530	-0.723585	0.05283
11937	DT10_00010518	Dtak	0.2326	0.4225	0.1565	0.4771	0.251	0.263	0.534	33.5	0.689	0.554	309	317	-0.710095	0.072555
11938	DT10_00010521	Dtak	0.1976	0.504	0.1416	0.4615	0.269	0.334	0.579	21.390625	0.732	0.569	302	314	-0.381529	0.111465
11939	DT10_00010522	Dtak	0.2176	0.4224	0.1758	0.4513	0.269	0.29	0.543	26.53125	0.687	0.585	1723	1765	-0.935071	0.031161
11940	DT10_00010526	Dtak	0.1572	0.4865	0.1707	0.4167	0.266	0.299	0.537	19.25	0.733	0.616	475	484	-0.63657	0.057851
11941	DT10_00010528	Dtak	0.1584	0.4982	0.1103	0.4379	0.231	0.348	0.561	22.15625	0.774	0.62	658	671	-0.293443	0.052161
11942	DT10_00010529	Dtak	0.1804	0.551	0.0881	0.4334	0.324	0.463	0.657	9.734375	0.777	0.584	592	608	-0.260691	0.087171
11943	DT10_00010532	Dtak	0.1804	0.526	0.0772	0.4441	0.238	0.385	0.598	13.34375	0.785	0.605	381	395	-0.343291	0.083544
11944	DT10_00010537	Dtak	0.2784	0.3843	0.271	0.4337	0.256	0.144	0.471	29.109375	0.592	0.512	348	358	-0.97067	0.075419
11945	DT10_00010539	Dtak	0.1709	0.5418	0.0882	0.4444	0.268	0.446	0.642	15.703125	0.783	0.561	313	330	0.251212	0.121212
11946	DT10_00010542	Dtak	0.249	0.41	0.1741	0.4095	0.209	0.261	0.523	30.265625	0.652	0.543	310	326	0.013804	0.110429
11947	DT10_00010555	Dtak	0.0835	0.5495	0.0995	0.5117	0.29	0.47	0.646	10.203125	0.85	0.633	526	539	-0.10872	0.044527
11948	DT10_00010558	Dtak	0.1726	0.4226	0.1973	0.5211	0.169	0.229	0.517	26.890625	0.714	0.575	203	212	-0.990094	0.075472
11949	DT10_00010565	Dtak	0.157	0.5178	0.1315	0.4135	0.282	0.37	0.584	15.5	0.76	0.618	591	613	-0.302936	0.109299
11950	DT10_00010568	Dtak	0.2077	0.5077	0.2393	0.3333	0.191	0.257	0.532	27.4375	0.647	0.512	156	164	-0.57378	0.079268
11951	DT10_00010575	Dtak	0.1648	0.5341	0.0828	0.3893	0.244	0.371	0.572	23.484375	0.784	0.632	194	203	0.487192	0.093596
11952	DT10_00010576	Dtak	0.2568	0.3739	0.2	0.39	0.203	0.195	0.462	40.6875	0.619	0.559	260	270	-0.316296	0.066667
11953	DT10_00010588	Dtak	0.3073	0.2961	0.3472	0.3559	0.201	-0.006	0.364	44.90625	0.487	0.448	714	727	-0.69436	0.057772
11954	DT10_00010589	Dtak	0.2432	0.3784	0.2476	0.425	0.239	0.168	0.473	39.015625	0.615	0.54	275	284	-1.011972	0.06338
11955	DT10_00010591	Dtak	0.1869	0.4623	0.1079	0.5314	0.253	0.32	0.565	13.453125	0.766	0.609	372	383	-0.855614	0.101828
11956	DT10_00010593	Dtak	0.1696	0.503	0.1127	0.4198	0.251	0.391	0.598	17.875	0.759	0.601	945	989	-0.046714	0.093023
11957	DT10_00010601	Dtak	0.2233	0.4302	0.1705	0.4145	0.233	0.208	0.479	30.21875	0.677	0.572	699	722	-0.659141	0.045706
11958	DT10_00010603	Dtak	0.23	0.4175	0.2445	0.4181	0.239	0.231	0.515	36.015625	0.632	0.539	926	950	-1.023474	0.063158
11959	DT10_00010604	Dtak	0.1971	0.4514	0.1429	0.4864	0.244	0.326	0.565	21.28125	0.727	0.567	922	953	-0.623505	0.0766
11960	DT10_00010606	Dtak	0.1809	0.4362	0.2118	0.4146	0.288	0.28	0.536	26.5625	0.682	0.606	110	116	-0.886207	0.068966
11961	DT10_00010609	Dtak	0.2233	0.37	0.219	0.418	0.199	0.163	0.446	37.1875	0.632	0.539	345	358	0.070112	0.086592
11962	DT10_00010610	Dtak	0.3276	0.2414	0.3529	0.3065	0.155	-0.096	0.289	36.609375	0.434	0.438	76	80	-0.73625	0.025
11963	DT10_00010611	Dtak	0.2449	0.4012	0.2141	0.3844	0.227	0.161	0.451	35.921875	0.624	0.56	574	593	-0.613322	0.06914
11964	DT10_00010612	Dtak	0.3778	0.2567	0.3512	0.2703	0.202	-0.071	0.307	41.671875	0.415	0.479	1527	1585	-0.801514	0.051104
11965	DT10_00010616	Dtak	0.2851	0.3936	0.214	0.2892	0.188	0.178	0.445	37.90625	0.573	0.565	274	283	-0.532862	0.053004
11966	DT10_00010617	Dtak	0.1727	0.4818	0.1585	0.4085	0.222	0.322	0.552	24.078125	0.723	0.59	1201	1249	-0.416493	0.080064
11967	DT10_00010618	Dtak	0.0939	0.547	0.0957	0.5198	0.274	0.556	0.717	3.8125	0.845	0.642	226	230	-0.208261	0.073913
11968	DT10_00010622	Dtak	0.2279	0.4615	0.1948	0.3889	0.246	0.25	0.517	30.078125	0.662	0.542	435	457	-0.744201	0.067834
11969	DT10_00010625	Dtak	0.2105	0.4474	0.1166	0.4099	0.243	0.405	0.605	19.6875	0.724	0.654	185	187	-0.335294	0.069519
11970	DT10_00010626	Dtak	0.3054	0.3744	0.1667	0.3402	0.249	0.202	0.471	37.703125	0.597	0.593	238	245	-0.38898	0.069388
11971	DT10_00010627	Dtak	0.2254	0.4413	0.1041	0.4692	0.254	0.321	0.561	28.765625	0.731	0.61	264	266	-0.342857	0.022556
11972	DT10_00010631	Dtak	0.1228	0.3509	0.386	0.3214	0.162	0.101	0.403	47.09375	0.567	0.568	67	78	0.019231	0.038462
11973	DT10_00010633	Dtak	0.1987	0.4069	0.2079	0.4061	0.22	0.221	0.481	27.359375	0.663	0.592	374	377	-0.414854	0.058355
11974	DT10_00010635	Dtak	0.3239	0.3699	0.2719	0.3615	0.211	0.115	0.456	39.609375	0.541	0.47	2751	2870	-0.556098	0.12439
11975	DT10_00010636	Dtak	0.419	0.2508	0.3121	0.3347	0.188	-0.095	0.312	47.0625	0.425	0.447	391	405	-0.441482	0.083951
11976	DT10_00010642	Dtak	0.1521	0.5258	0.1122	0.4369	0.224	0.375	0.59	17.640625	0.778	0.598	880	917	-0.197819	0.092694
11977	DT10_00010645	Dtak	0.3026	0.3026	0.25	0.2696	0.186	0.096	0.372	31.265625	0.508	0.651	258	261	-0.311494	0.030651
11978	DT10_00010646	Dtak	0.1792	0.5809	0.1087	0.3383	0.272	0.499	0.679	5.828125	0.76	0.667	383	388	-0.481701	0.085052
11979	DT10_00010650	Dtak	0.1712	0.429	0.21	0.3614	0.234	0.184	0.44	27.265625	0.673	0.614	1048	1065	-0.671268	0.038498
11980	DT10_00010651	Dtak	0.2543	0.4162	0.2066	0.4066	0.212	0.241	0.512	28.671875	0.628	0.501	406	427	-0.266745	0.112412
11981	DT10_00010655	Dtak	0.168	0.5197	0.0963	0.5319	0.273	0.457	0.662	17.15625	0.792	0.57	1528	1598	-0.275594	0.095745
11982	DT10_00010657	Dtak	0.1992	0.4789	0.1678	0.4539	0.255	0.33	0.569	18.84375	0.713	0.553	348	355	-0.972395	0.04507
11983	DT10_00010658	Dtak	0.2849	0.4637	0.15	0.4127	0.29	0.308	0.566	27.59375	0.665	0.565	242	245	-0.750204	0.02449
11984	DT10_00010659	Dtak	0.2887	0.4393	0.1236	0.4886	0.261	0.33	0.579	31.859375	0.694	0.558	337	342	-0.973099	0.061404
11985	DT10_00010660	Dtak	0.3154	0.3513	0.233	0.3447	0.221	0.147	0.444	35.296875	0.553	0.537	342	348	-0.934483	0.045977
11986	DT10_00010669	Dtak	0.196	0.4357	0.1191	0.4368	0.225	0.34	0.558	20.296875	0.728	0.612	887	914	0.022976	0.089716
11987	DT10_00010673	Dtak	0.1971	0.4808	0.1117	0.5171	0.295	0.385	0.607	17.953125	0.758	0.585	524	533	-0.780863	0.060038
11988	DT10_00010674	Dtak	0.1599	0.5203	0.1527	0.5133	0.312	0.406	0.633	17.21875	0.761	0.589	523	534	-0.797378	0.058052
11989	DT10_00010675	Dtak	0.2434	0.4536	0.2175	0.4112	0.268	0.259	0.542	31.515625	0.646	0.541	775	798	-0.750251	0.06391
11990	DT10_00010678	Dtak	0.1463	0.4878	0.18	0.4632	0.233	0.303	0.551	24.859375	0.74	0.567	334	353	-0.100283	0.096317
11991	DT10_00010679	Dtak	0.2476	0.4679	0.1496	0.4397	0.277	0.324	0.573	25.984375	0.69	0.554	1730	1791	-0.573144	0.054718
11992	DT10_00010686	Dtak	0.1557	0.5	0.1017	0.5469	0.253	0.413	0.626	17.421875	0.801	0.599	647	673	-0.842199	0.063893
11993	DT10_00010688	Dtak	0.2646	0.4086	0.1822	0.4067	0.254	0.261	0.525	31.53125	0.64	0.543	297	304	-0.441447	0.108553
11994	DT10_00010689	Dtak	0.1565	0.5305	0.0938	0.5032	0.294	0.429	0.635	12.796875	0.797	0.595	449	463	-0.414903	0.066955
11995	DT10_00010690	Dtak	0.1004	0.552	0.0909	0.5373	0.253	0.511	0.688	11.859375	0.849	0.623	385	392	-0.975765	0.045918
11996	DT10_00010692	Dtak	0.1486	0.5382	0.1409	0.4863	0.285	0.399	0.622	15.84375	0.774	0.582	872	897	-0.7233	0.060201
11997	DT10_00010693	Dtak	0.183	0.4597	0.2176	0.4692	0.247	0.322	0.579	24.03125	0.691	0.555	658	679	-0.966568	0.041237
11998	DT10_00010694	Dtak	0.1562	0.5124	0.1316	0.481	0.272	0.412	0.624	18.421875	0.773	0.6	846	859	-0.754366	0.062864
11999	DT10_00010695	Dtak	0.1573	0.6067	0.0797	0.4578	0.343	0.562	0.725	9.15625	0.81	0.573	327	339	-0.387906	0.091445
12000	DT10_00010698	Dtak	0.2689	0.3613	0.2149	0.3913	0.171	0.219	0.493	20.59375	0.603	0.546	146	149	-0.085235	0.040268
12001	DT10_00010699	Dtak	0.1888	0.4965	0.1958	0.4613	0.28	0.318	0.578	21.78125	0.708	0.553	562	575	-0.925391	0.073043
12002	DT10_00010700	Dtak	0.1429	0.5714	0.0959	0.4627	0.338	0.448	0.65	9.390625	0.806	0.612	103	110	-0.483636	0.090909
12003	DT10_00010711	Dtak	0.2717	0.3652	0.2638	0.3544	0.223	0.125	0.434	41.390625	0.566	0.529	574	591	-0.572758	0.060914
12004	DT10_00010712	Dtak	0.1716	0.4815	0.1591	0.4355	0.244	0.362	0.586	22.96875	0.726	0.557	1234	1289	0.041815	0.086889
12005	DT10_00010714	Dtak	0.1639	0.5112	0.1202	0.4707	0.254	0.391	0.608	18.71875	0.765	0.564	763	797	0.065495	0.102886
12006	DT10_00010715	Dtak	0.4438	0.2143	0.4317	0.1698	0.183	-0.19	0.228	32.484375	0.3	0.413	1325	1363	-0.62942	0.055026
12007	DT10_00010726	Dtak	0.2358	0.406	0.1481	0.4645	0.27	0.261	0.521	22.40625	0.685	0.573	390	407	-0.328256	0.056511
12008	DT10_00010727	Dtak	0.2809	0.3971	0.2746	0.3911	0.235	0.136	0.462	39.453125	0.578	0.503	526	540	-0.662593	0.087037
12009	DT10_00010729	Dtak	0.3504	0.2717	0.3537	0.2657	0.213	-0.039	0.327	45.03125	0.422	0.451	294	301	0.094352	0.076412
12010	DT10_00010730	Dtak	0.274	0.3699	0.2178	0.398	0.204	0.123	0.43	36.078125	0.605	0.538	263	273	-0.436996	0.07326
12011	DT10_00010731	Dtak	0.2418	0.4011	0.2299	0.4199	0.198	0.151	0.458	34.0625	0.631	0.539	236	245	-0.566531	0.085714
12012	DT10_00010733	Dtak	0.2961	0.3505	0.2108	0.4106	0.253	0.182	0.472	33.921875	0.596	0.54	1744	1791	-0.557789	0.074819
12013	DT10_00010734	Dtak	0.2674	0.437	0.1771	0.4068	0.255	0.287	0.549	28.96875	0.644	0.528	536	550	-0.205637	0.092727
12014	DT10_00010739	Dtak	0.194	0.4457	0.1235	0.4847	0.238	0.375	0.597	18.1875	0.739	0.585	518	541	-0.247135	0.099815
12015	DT10_00010740	Dtak	0.2505	0.4073	0.2016	0.4666	0.266	0.272	0.545	27.421875	0.656	0.537	750	767	-1.12425	0.043025
12016	DT10_00010742	Dtak	0.2469	0.3849	0.1579	0.4667	0.269	0.292	0.54	27.84375	0.667	0.551	285	296	-0.043581	0.074324
12017	DT10_00010744	Dtak	0.2109	0.4162	0.1765	0.4306	0.215	0.242	0.503	26.8125	0.681	0.591	634	650	-0.687846	0.056923
12018	DT10_00010745	Dtak	0.1202	0.5625	0.0654	0.5637	0.32	0.518	0.694	12.109375	0.856	0.62	271	277	-0.655596	0.068592
12019	DT10_00010746	Dtak	0.2944	0.3201	0.2899	0.3732	0.165	0.056	0.394	33.578125	0.537	0.5	551	572	-0.836014	0.066434
12020	DT10_00010747	Dtak	0.1927	0.4174	0.1429	0.4475	0.22	0.311	0.537	18.59375	0.711	0.608	242	245	-0.221633	0.040816
12021	DT10_00010754	Dtak	0.2356	0.4425	0.1208	0.4894	0.315	0.365	0.595	17.4375	0.712	0.553	205	209	-0.407177	0.110048
12022	DT10_00010756	Dtak	0.451	0.3137	0.3023	0.1892	0.195	-0.155	0.254	47.09375	0.39	0.402	59	63	0.339683	0.079365
12023	DT10_00010758	Dtak	0.4196	0.2322	0.459	0.2132	0.171	-0.191	0.249	35.53125	0.327	0.381	614	636	-0.903931	0.073899
12024	DT10_00010761	Dtak	0.3826	0.2838	0.3187	0.2199	0.209	-0.042	0.312	38.796875	0.413	0.501	1184	1244	-0.651608	0.050643
12025	DT10_00010763	Dtak	0.373	0.2606	0.4067	0.2487	0.214	-0.108	0.295	38.578125	0.387	0.44	772	781	-0.732138	0.053777
12026	DT10_00010765	Dtak	0.3601	0.313	0.3812	0.2353	0.177	-0.096	0.309	42.125	0.42	0.445	861	889	-0.746794	0.091114
12027	DT10_00010766	Dtak	0.3851	0.2931	0.3473	0.2647	0.23	-0.053	0.334	42.28125	0.423	0.427	3306	3330	-0.370961	0.08018
12028	DT10_00010769	Dtak	0.1397	0.5	0.0863	0.5573	0.248	0.407	0.622	14.328125	0.82	0.615	172	182	-0.823077	0.065934
12029	DT10_00010771	Dtak	0.2796	0.4624	0.0732	0.3947	0.232	0.361	0.59	14.359375	0.695	0.564	105	107	-0.208411	0.084112
12030	DT10_00010775	Dtak	0.2773	0.3824	0.1762	0.4196	0.251	0.3	0.542	27.65625	0.639	0.569	310	326	-0.992025	0.06135
12031	DT10_00010790	Dtak	0.2069	0.4799	0.178	0.3781	0.241	0.285	0.531	29.546875	0.686	0.569	420	429	-0.660606	0.051282
12032	DT10_00010795	Dtak	0.2598	0.3678	0.2438	0.4057	0.203	0.147	0.451	40.640625	0.599	0.534	576	587	-0.598807	0.049404
12033	DT10_00010797	Dtak	0.3721	0.2209	0.2924	0.3659	0.173	0.002	0.354	35.078125	0.462	0.521	212	218	-0.439449	0.100917
12034	DT10_00010798	Dtak	0.367	0.3303	0.2515	0.3872	0.226	0.065	0.41	41.84375	0.535	0.521	439	447	-1.233557	0.085011
12035	DT10_00010805	Dtak	0.1614	0.4801	0.1104	0.5512	0.301	0.472	0.665	15.109375	0.792	0.607	683	700	-0.802	0.028571
12036	DT10_00010807	Dtak	0.1579	0.5965	0.1695	0.566	0.333	0.431	0.663	20.6875	0.771	0.527	83	86	-0.703488	0.104651
12037	DT10_00010808	Dtak	0.1815	0.5302	0.1682	0.3898	0.278	0.413	0.626	17.9375	0.721	0.579	688	711	-0.297328	0.094233
12038	DT10_00010810	Dtak	0.2022	0.5301	0.0958	0.4231	0.266	0.438	0.639	15.6875	0.757	0.6	675	692	-0.854913	0.063584
12039	DT10_00010814	Dtak	0.1246	0.5389	0.0698	0.5322	0.278	0.486	0.668	9.65625	0.837	0.593	355	369	0.203794	0.102981
12040	DT10_00010816	Dtak	0.0822	0.5753	0.035	0.4887	0.327	0.574	0.711	1.40625	0.898	0.647	166	172	0.343023	0.081395
12041	DT10_00010818	Dtak	0.1204	0.5833	0.0583	0.5439	0.303	0.591	0.745	7	0.862	0.593	145	149	-0.989262	0.060403
12042	DT10_00010819	Dtak	0.246	0.4242	0.2044	0.4305	0.279	0.234	0.515	26.5	0.651	0.555	713	730	-0.847945	0.069863
12043	DT10_00010821	Dtak	0.2553	0.4164	0.1938	0.4398	0.276	0.247	0.528	28.015625	0.649	0.526	2444	2510	-0.443984	0.082869
12044	DT10_00010824	Dtak	0.1802	0.4823	0.0994	0.5271	0.277	0.436	0.644	16.46875	0.775	0.586	1073	1110	-0.396036	0.085586
12045	DT10_00010851	Dtak	0.2802	0.4231	0.1386	0.4346	0.275	0.317	0.565	27.171875	0.669	0.546	239	254	-0.306299	0.043307
12046	DT10_00010852	Dtak	0.225	0.4852	0.1244	0.5007	0.281	0.375	0.609	21.046875	0.729	0.55	1102	1141	-0.470377	0.1078
12047	DT10_00010854	Dtak	0.2662	0.3865	0.2185	0.3353	0.219	0.17	0.448	34.828125	0.593	0.564	2110	2147	-0.45524	0.047508
12048	DT10_00010858	Dtak	0.2411	0.3543	0.1989	0.4578	0.213	0.189	0.473	32.046875	0.635	0.523	1113	1160	-0.009569	0.084483
12049	DT10_00010859	Dtak	0.1261	0.5845	0.0479	0.5475	0.317	0.592	0.742	6.828125	0.861	0.6	431	443	-0.343341	0.10158
12050	DT10_00010863	Dtak	0.1071	0.532	0.1015	0.5308	0.263	0.49	0.671	9.609375	0.833	0.613	712	734	-0.673978	0.047684
12051	DT10_00010864	Dtak	0.2697	0.4082	0.2076	0.4094	0.245	0.234	0.514	31.421875	0.623	0.531	881	906	-0.592384	0.050773
12052	DT10_00010865	Dtak	0.1745	0.5005	0.1271	0.4432	0.253	0.365	0.585	17.609375	0.751	0.598	1068	1110	-0.236396	0.065766
12053	DT10_00010868	Dtak	0.1916	0.4484	0.1953	0.4108	0.209	0.227	0.495	30.9375	0.685	0.577	556	581	-0.384682	0.055077
12054	DT10_00010874	Dtak	0.1914	0.4792	0.1506	0.4329	0.252	0.334	0.57	26.5	0.721	0.577	2001	2071	-0.341236	0.076292
12055	DT10_00010875	Dtak	0.1934	0.453	0.1875	0.4685	0.235	0.272	0.537	30.78125	0.696	0.507	214	219	-0.008676	0.100457
12056	DT10_00010881	Dtak	0.2228	0.4237	0.1849	0.4535	0.244	0.286	0.548	28.140625	0.674	0.537	484	511	-0.279256	0.101761
12057	DT10_00010882	Dtak	0.1839	0.4874	0.1657	0.4358	0.254	0.329	0.572	24.09375	0.719	0.538	498	512	-0.086523	0.089844
12058	DT10_00010885	Dtak	0.1728	0.5232	0.1025	0.4588	0.285	0.425	0.631	17.0625	0.774	0.587	985	1023	-0.078201	0.099707
12059	DT10_00010887	Dtak	0.1942	0.5028	0.1331	0.43	0.256	0.356	0.583	20.609375	0.734	0.585	853	882	-0.284921	0.086168
12060	DT10_00010891	Dtak	0.1881	0.4702	0.1446	0.4903	0.287	0.373	0.6	20.5625	0.738	0.57	408	425	-0.482588	0.077647
12061	DT10_00010892	Dtak	0.2412	0.4288	0.2015	0.4191	0.241	0.272	0.539	28.734375	0.651	0.553	791	810	-0.714445	0.048148
12062	DT10_00010896	Dtak	0.2087	0.4417	0.181	0.4379	0.281	0.277	0.541	27.75	0.688	0.55	442	450	-0.041778	0.084444
12063	DT10_00010897	Dtak	0.264	0.3807	0.2559	0.3431	0.246	0.143	0.441	40.28125	0.574	0.533	1144	1181	-0.311516	0.074513
12064	DT10_00010898	Dtak	0.1553	0.4703	0.1323	0.4703	0.26	0.369	0.586	23.5	0.763	0.614	249	253	0.099605	0.118577
12065	DT10_00010899	Dtak	0.2058	0.4244	0.1894	0.4069	0.255	0.243	0.512	35.71875	0.674	0.586	371	381	-0.613648	0.073491
12066	DT10_00010903	Dtak	0.392	0.3216	0.3187	0.2917	0.21	-0.009	0.365	47.09375	0.454	0.432	249	259	-0.611197	0.096525
12067	DT10_00010910	Dtak	0.3868	0.2753	0.3714	0.263	0.208	-0.08	0.317	44.65625	0.407	0.426	698	732	-0.102869	0.092896
12068	DT10_00010912	Dtak	0.205	0.5152	0.176	0.3994	0.288	0.296	0.553	31.078125	0.7	0.563	456	468	-0.882479	0.051282
12069	DT10_00010913	Dtak	0.184	0.4356	0.156	0.4751	0.247	0.331	0.562	26.125	0.719	0.56	370	387	-0.042636	0.087855
12070	DT10_00010919	Dtak	0.2662	0.4481	0.1129	0.4766	0.243	0.25	0.526	26.765625	0.686	0.483	175	183	-0.032787	0.131148
12071	DT10_00010927	Dtak	0.2112	0.4037	0.1172	0.5357	0.284	0.359	0.592	20.96875	0.733	0.574	191	198	-0.690909	0.090909
12072	DT10_00010929	Dtak	0.1765	0.479	0.1667	0.5526	0.258	0.36	0.605	19.859375	0.741	0.527	162	165	-0.641818	0.060606
12073	DT10_00010930	Dtak	0.3894	0.2627	0.3925	0.2256	0.17	-0.114	0.284	41.484375	0.374	0.396	503	519	0.172447	0.117534
12074	DT10_00010931	Dtak	0.3313	0.3144	0.3335	0.3035	0.232	-0.006	0.363	43.328125	0.474	0.48	2626	2686	-0.687751	0.055101
12075	DT10_00010935	Dtak	0.2831	0.3836	0.2955	0.3306	0.188	0.12	0.439	35.140625	0.541	0.477	305	311	-0.747267	0.041801
12076	DT10_00010940	Dtak	0.2523	0.4023	0.2236	0.3659	0.245	0.2	0.479	33.609375	0.611	0.543	914	970	0.022062	0.095876
12077	DT10_00010942	Dtak	0.2157	0.4225	0.2046	0.4167	0.24	0.253	0.52	33.21875	0.661	0.562	669	698	-0.367192	0.098854
